55|,|852 478 333 556 698 432 536 177 415 381 693 852 328 671 399 731 838 537 439 852 328 848 117 222 842 294 681 577 504 149 266 78 477 
56|,|852 328 522 604 3 439 483 537 380 136 363 579 488 834 380 487 442 684 698 52 825 521 177 1 63 724 486 782 328 581 52 382 13 145 424 389 693 38 582 382 363 170 377 693 777 453 844 162 498 289 169 405 
57|,|48 571 577 454 415 380 834 832 47 693 380 728 809 289 654 698 313 832 47 228 256 514 716 569 231 113 256 693 391 193 538 582 265 478 675 162 498 21 736 471 453 399 698 149 266 477 177 415 381 
58|,|411 382 623 279 842 514 266 177 415 730 32 381 
59|,|623 792 545 856 346 493 787 266 171 14 652 177 415 381 693 595 256 524 177 415 14 491 541 243 582 693 380 432 654 380 834 47 693 256 514 824 113 256 137 328 443 399 262 827 537 439 662 328 538 842 698 494 504 493 338 266 78 477 
60|,|411 204 570 177 832 14 381 693 852 780 697 557 282 667 221 803 488 168 530 698 161 857 437 177 415 832 162 14 586 
61|,|48 328 538 809 697 789 661 439 852 240 328 553 243 661 771 698 60 504 672 338 266 177 415 832 381 522 310 2 728 478 257 333 177 415 832 14 693 473 582 556 698 313 66 169 290 103 718 569 
62|,|421 48 328 135 473 399 851 636 91 399 818 842 698 369 691 381 693 623 328 160 380 789 439 623 756 138 661 344 698 542 338 266 177 415 106 521 381 
63|,|229 56 522 380 779 790 437 832 290 693 851 328 254 328 73 172 54 823 693 487 344 128 667 221 380 834 128 380 343 487 746 
64|,|623 538 501 582 439 12 26 757 654 842 91 494 504 335 338 266 14 177 248 381 693 700 132 261 7 827 
65|,|48 328 697 204 258 641 411 204 812 740 204 368 397 461 204 549 728 122 693 623 328 385 305 62 204 399 698 651 498 289 408 177 415 502 
66|,|48 424 545 856 374 698 432 449 177 415 106 521 381 693 8 833 313 93 333 779 5 693 358 380 172 200 737 651 53 432 449 
67|,|623 328 305 461 204 35 842 698 641 769 779 415 495 832 14 381 693 383 852 328 667 842 26 382 386 259 727 
68|,|91 382 582 733 777 204 556 698 492 326 432 782 293 711 355 582 617 786 162 498 289 169 687 
69|,|623 328 473 162 399 77 636 252 694 227 597 832 195 693 90 735 772 693 22 623 328 697 661 728 265 724 439 70 724 242 567 698 493 338 104 437 14 437 521 278 838 586 574 381 693 631 700 132 261 7 
70|,|226 470 290 693 265 478 162 498 289 169 405 
71|,|623 328 355 582 535 478 162 498 14 289 169 288 693 212 48 477 328 380 345 172 320 531 661 698 532 50 386 378 708 42 409 266 734 149 266 521 177 144 462 381 
72|,|852 534 76 357 789 779 59 261 758 317 809 852 620 504 352 698 125 779 14 177 415 381 693 380 172 200 737 470 290 693 453 537 842 698 338 58 794 263 177 415 381 
73|,|778 382 809 733 777 204 556 698 313 326 449 693 91 124 842 698 321 177 116 71 381 667 221 399 842 698 161 833 477 
74|,|623 854 290 501 625 374 439 256 380 698 121 843 683 542 338 266 14 177 722 381 693 700 132 145 7 693 830 290 512 486 548 39 142 51 438 361 142 361 519 531 491 87 87 399 177 415 145 755 693 433 624 660 807 361 825 754 685 156 270 693 453 537 589 213 169 374 305 693 852 779 380 432 171 470 256 
75|,|852 538 175 698 548 39 445 266 421 843 601 421 421 742 647 408 551 205 62 381 693 453 843 461 698 521 177 415 378 68 169 413 285 
76|,|623 328 697 13 842 145 755 404 338 266 14 283 397 838 177 415 693 700 273 455 
77|,|138 328 582 382 399 400 478 164 340 779 177 835 523 832 14 381 439 477 820 52 693 623 557 750 538 382 809 697 382 809 31 382 809 411 382 711 456 639 382 382 363 424 389 386 256 426 
78|,|380 315 852 328 842 698 369 691 693 355 582 478 162 498 289 169 405 
79|,|623 259 328 161 369 582 162 498 289 169 405 265 453 45 162 498 322 399 842 698 125 779 158 838 437 780 809 14 177 415 381 188 306 371 328 355 501 374 698 338 266 177 18 415 436 106 818 
80|,|771 328 305 461 204 107 328 776 411 204 809 740 204 549 728 832 667 811 275 501 661 558 145 758 422 209 266 521 415 533 765 399 479 521 177 415 477 381 439 145 758 422 177 415 832 14 381 
81|,|852 328 305 461 102 809 740 204 495 593 204 399 698 600 177 415 381 693 380 659 374 177 415 106 521 693 256 514 256 693 380 172 200 465 567 470 290 
82|,|399 328 355 661 380 399 698 149 411 14 806 415 381 693 256 514 569 598 231 113 256 693 91 382 382 363 366 698 313 66 382 327 761 
83|,|478 461 168 809 818 461 382 100 507 382 363 331 802 693 842 674 582 298 138 693 852 57 697 661 698 815 213 548 601 807 818 191 601 240 434 278 354 177 415 169 655 381 693 539 399 791 521 177 155 520 695 693 272 606 698 338 30 408 437 14 177 415 381 
84|,|346 328 269 380 172 501 187 291 192 618 380 172 698 0 177 415 832 14 381 252 380 136 97 556 541 848 326 510 449 177 415 727 256 514 569 429 390 256 693 623 355 582 842 698 53 265 606 727 
85|,|404 575 442 415 470 651 693 129 328 164 382 204 12 591 487 693 794 613 623 333 842 698 116 71 381 
86|,|852 328 538 830 105 259 797 514 514 408 718 382 48 328 566 461 495 419 809 740 399 300 162 787 85 177 381 
87|,|72 172 510 439 800 48 809 343 809 654 556 432 449 693 514 92 799 328 501 6 816 238 789 439 623 328 538 661 698 497 338 266 576 343 415 79 521 381 
88|,|48 328 473 399 851 636 85 522 582 809 380 256 851 636 433 561 685 469 48 468 642 293 851 636 91 399 227 842 698 283 504 369 691 109 501 579 488 12 591 228 328 574 116 400 372 478 799 472 698 38 276 477 300 856 
89|,|48 328 740 786 439 623 328 169 100 84 653 698 162 498 539 177 834 381 623 538 537 573 583 397 115 262 693 579 123 91 570 12 591 487 168 328 538 661 698 290 338 678 521 177 415 381 693 700 243 273 7 
90|,|623 328 560 789 779 59 511 487 160 693 357 145 755 729 424 122 691 852 328 483 291 808 374 842 698 160 149 266 261 177 415 381 693 50 243 395 176 693 345 355 94 363 510 556 698 554 449 524 380 26 172 200 737 614 470 651 693 178 689 380 834 809 343 809 654 304 614 313 66 508 809 111 690 693 256 514 145 770 
91|,|773 240 514 273 113 256 693 160 396 108 453 537 654 825 832 336 777 256 10 770 309 
92|,|48 328 473 399 407 636 91 399 118 842 698 369 691 693 78 355 255 698 439 145 493 338 266 177 415 307 106 521 381 
93|,|48 328 160 380 342 698 380 834 90 735 335 266 14 317 415 381 693 132 7 827 693 206 433 624 141 548 51 807 156 358 380 352 363 399 698 313 66 432 177 415 482 693 404 172 289 380 439 380 834 66 56 326 47 345 693 256 514 569 231 113 292 693 623 52 570 538 382 698 33 779 340 177 415 106 657 381 
94|,|852 328 538 382 399 478 698 575 39 27 322 421 177 415 832 14 381 693 700 132 124 827 693 399 698 14 423 838 693 667 221 560 380 217 54 361 693 457 43 400 364 471 177 70 
95|,|852 328 24 172 12 54 823 693 142 440 289 333 264 717 69 268 843 494 
96|,|18 328 538 661 698 338 732 171 14 177 415 381 
97|,|852 328 600 661 698 160 338 284 415 396 791 693 394 825 328 249 355 661 852 164 697 661 698 338 266 376 177 415 99 693 380 172 628 200 243 674 50 693 556 54 823 34 138 607 351 761 539 654 809 618 282 300 654 519 556 698 793 530 693 380 30 573 343 618 654 556 534 698 832 491 431 256 514 733 41 138 693 623 328 90 318 453 162 498 122 
98|,|197 802 328 355 17 290 160 548 39 601 818 361 807 240 711 569 74 266 38 14 177 816 381 693 302 582 350 318 399 400 382 832 576 127 288 551 328 105 471 357 856 325 742 698 493 555 266 314 369 691 381 
99|,|518 328 501 265 478 162 289 527 698 775 758 14 703 177 25 693 548 382 206 363 614 432 449 
100|,|623 328 305 461 204 422 458 347 284 328 305 461 277 12 458 809 852 328 777 382 809 284 328 740 843 382 85 400 809 343 538 357 838 388 550 328 458 809 411 5 12 458 118 697 382 809 284 629 833 382 842 698 39 504 382 475 426 731 343 693 582 768 426 776 298 138 693 453 354 162 498 289 169 405 676 852 697 582 91 400 478 125 80 266 171 177 415 106 521 155 693 667 221 91 400 478 477 300 177 415 
101|,|328 697 382 842 698 382 63 259 727 693 623 739 538 582 488 12 197 623 328 538 382 133 682 363 145 424 325 810 693 91 399 785 414 78 477 693 488 374 698 338 266 8 415 106 521 381 439 19 161 257 1 747 149 266 14 177 415 381 
102|,|48 328 722 192 355 19 363 809 48 328 172 320 19 480 533 809 48 328 679 545 784 856 279 809 107 380 439 419 571 470 256 524 374 842 698 494 504 680 338 104 521 177 415 381 693 700 132 273 693 673 48 328 305 461 204 56 343 204 399 698 14 177 415 268 
103|,|623 328 697 682 265 205 14 231 415 478 671 91 380 91 12 487 197 697 538 723 678 145 424 389 693 399 400 478 698 125 779 47 137 832 637 14 381 693 91 362 698 482 414 477 300 612 
104|,|215 497 413 172 566 832 47 693 852 384 545 784 856 404 842 698 548 445 117 240 711 742 493 338 266 177 415 624 14 381 
105|,|91 399 161 372 493 350 477 300 693 852 328 706 154 172 750 703 488 12 
106|,|661 93 614 832 122 439 185 138 693 852 400 355 661 698 160 338 266 527 177 415 693 290 48 355 229 212 642 852 97 697 698 338 266 521 177 415 381 693 380 172 200 737 532 50 693 465 698 54 190 823 34 138 689 761 657 153 305 654 809 618 282 300 654 556 698 432 449 693 580 809 343 809 654 632 556 596 109 693 256 514 569 231 614 34 138 
107|,|642 657 309 374 755 698 14 177 362 840 116 71 145 381 693 43 397 785 343 439 328 343 654 713 380 834 177 664 491 14 693 256 514 569 231 256 213 693 48 328 380 172 415 470 651 
108|,|48 328 697 661 852 328 453 754 661 328 358 338 266 177 415 832 306 14 693 852 328 697 538 355 582 800 728 274 647 306 750 690 432 428 591 487 
109|,|623 232 328 383 380 625 374 439 380 522 842 35 843 290 542 338 776 14 676 177 415 381 693 700 132 145 7 693 287 290 263 512 486 548 142 671 285 361 218 811 361 519 421 446 20 399 98 298 145 698 755 381 433 812 802 94 807 754 39 41 341 516 453 537 589 213 169 374 86 670 
110|,|852 328 760 380 419 789 842 698 338 171 266 152 86 415 106 521 693 20 399 698 160 338 266 177 117 834 832 14 490 381 693 852 328 328 380 470 362 693 380 176 654 439 380 149 66 56 180 345 693 256 514 569 79 113 256 
111|,|623 328 697 538 661 751 217 457 733 693 380 329 487 746 272 693 48 328 242 302 850 363 759 339 328 501 661 809 48 328 328 738 172 320 19 809 545 784 856 374 439 654 328 160 380 419 789 494 504 493 338 266 401 521 177 415 381 700 129 395 176 
112|,|48 328 105 259 177 415 832 14 693 623 328 545 784 235 374 338 317 177 415 832 14 339 393 693 453 537 698 521 177 415 381 285 291 
113|,|48 328 740 204 698 162 579 289 177 415 381 693 328 697 809 355 661 19 723 809 48 283 821 79 380 172 19 363 623 250 328 545 784 259 374 809 107 380 332 419 571 769 256 524 374 842 134 494 504 566 266 521 177 62 415 381 693 700 132 273 7 
114|,|127 382 319 56 852 328 305 461 204 795 328 458 382 716 363 426 343 145 424 693 328 160 380 419 789 199 338 266 521 177 415 381 
115|,|48 328 623 707 852 290 125 419 789 742 419 110 571 769 256 524 809 381 784 856 374 809 380 315 698 785 414 848 338 134 521 177 415 381 693 741 614 313 255 759 138 634 348 
116|,|458 116 273 426 423 221 328 634 380 172 12 187 416 19 363 399 842 698 493 338 266 177 415 106 254 381 693 700 132 261 539 395 48 328 204 439 627 328 697 210 399 498 842 698 162 498 289 48 177 415 381 
117|,|592 440 12 458 439 464 303 824 537 162 289 313 469 122 693 436 471 29 301 440 439 777 440 9 391 693 852 58 328 160 452 419 789 83 438 160 68 266 14 563 177 415 381 
118|,|157 405 461 204 448 323 635 796 411 479 698 177 667 832 14 693 852 328 538 661 439 438 292 380 136 363 399 698 329 729 266 177 415 106 521 98 814 132 145 368 693 177 415 145 755 
119|,|623 328 582 717 555 834 270 335 106 846 177 415 381 693 380 172 200 737 491 774 619 359 507 380 801 343 832 47 
120|,|380 256 831 273 256 693 160 380 38 453 171 654 216 47 693 852 328 538 382 257 363 393 838 256 426 693 556 698 313 66 298 178 608 693 317 775 776 453 537 162 498 679 169 405 
121|,|380 172 200 737 614 470 290 693 635 441 809 699 343 655 614 832 39 47 693 623 352 357 471 399 458 382 363 300 424 389 
122|,|852 328 355 582 162 498 289 832 122 169 618 788 842 698 14 177 415 394 381 693 852 328 538 501 382 382 417 779 5 693 91 501 478 698 335 338 266 14 177 530 381 673 843 494 477 217 381 
123|,|623 97 328 107 380 374 842 681 698 17 35 769 779 177 415 832 14 381 693 433 24 660 446 505 86 600 693 759 249 166 512 486 548 435 839 39 39 421 693 443 132 7 608 312 667 328 141 24 643 54 823 693 107 409 728 231 113 256 743 852 328 523 382 105 259 842 853 514 340 112 637 467 327 
124|,|623 355 809 46 582 380 834 392 842 698 490 444 832 14 
125|,|380 172 809 380 654 439 77 330 834 832 290 809 832 47 693 256 569 231 113 256 693 759 328 539 684 172 453 537 842 698 532 50 60 532 338 266 177 528 240 645 381 693 700 132 171 7 
126|,|623 328 790 684 104 617 437 14 812 415 381 693 399 492 12 472 149 266 521 177 415 23 381 
127|,|623 538 624 91 382 399 426 478 563 842 698 279 437 14 177 415 381 693 254 415 755 414 
128|,|852 58 209 204 809 790 328 740 204 549 728 832 122 693 278 284 355 713 661 768 521 177 415 381 693 700 423 171 395 276 176 693 399 842 804 791 338 21 177 415 381 
129|,|271 328 740 753 48 385 328 305 461 204 399 698 494 797 769 779 177 415 14 381 623 328 160 380 419 789 698 338 266 521 177 415 381 439 493 355 266 437 177 415 832 14 341 381 
130|,|846 697 582 800 728 56 93 245 649 832 693 548 754 421 421 693 256 514 569 231 545 349 
131|,|623 328 697 237 538 661 380 217 169 405 135 380 99 487 746 106 355 661 151 582 380 834 832 47 
132|,|48 328 740 291 809 48 328 180 461 204 35 411 204 842 698 138 728 687 122 693 91 380 488 795 591 487 197 697 538 634 382 145 424 693 399 400 478 698 125 779 14 177 415 54 693 91 439 399 698 785 414 477 556 114 505 
133|,|852 328 396 569 159 204 399 698 177 415 227 832 14 396 693 852 328 328 425 172 171 54 823 130 256 514 569 425 171 770 34 693 38 834 809 343 809 556 698 832 47 
134|,|852 328 501 247 399 400 842 698 149 266 14 177 16 748 149 554 700 132 843 178 693 453 537 238 698 120 338 363 373 758 422 521 177 415 213 86 670 693 380 172 809 380 654 439 380 33 834 66 56 180 345 693 256 514 181 231 113 256 
135|,|172 328 647 380 172 12 187 698 160 181 547 401 14 177 415 381 693 654 208 855 834 66 56 180 345 256 514 569 231 113 256 693 623 454 392 461 182 189 809 48 78 411 204 740 204 549 728 595 122 
136|,|623 328 305 166 382 555 513 259 382 363 264 424 639 470 777 582 162 498 289 169 405 693 623 328 91 400 478 842 698 335 779 14 415 381 415 38 582 24 408 834 177 415 832 14 693 269 181 569 231 113 658 
137|,|229 56 623 328 75 471 399 328 458 38 276 127 463 399 275 496 607 589 38 582 371 126 498 289 485 89 693 345 135 328 538 501 661 72 352 266 521 177 415 770 693 177 146 145 755 617 604 132 261 7 339 693 447 362 363 399 556 698 313 66 432 594 177 381 693 804 172 380 654 439 380 834 66 56 180 345 693 256 514 569 558 113 256 
138|,|48 328 697 204 809 305 461 7 809 809 740 204 333 399 412 698 773 415 832 14 667 693 274 538 34 380 834 399 842 500 170 372 177 415 832 14 381 
139|,|852 328 355 608 661 698 95 52 185 283 415 139 521 695 693 65 654 56 380 66 379 180 345 693 256 514 569 231 113 256 693 251 623 328 357 789 842 698 835 691 381 
140|,|852 380 354 171 296 290 
141|,|105 347 809 380 654 809 380 834 614 313 66 534 651 693 623 328 697 582 162 498 289 169 405 214 66 
142|,|852 65 427 149 162 498 289 832 590 122 405 788 770 698 14 638 415 381 693 380 200 737 66 543 56 345 830 380 693 809 704 801 305 556 698 432 449 
143|,|437 654 545 784 856 374 319 785 504 149 608 521 260 381 693 380 539 172 568 380 654 130 380 834 66 56 180 651 693 142 378 569 231 113 256 
144|,|229 170 689 382 556 698 846 326 363 432 449 
145|,|623 328 328 380 335 171 124 391 693 38 582 380 834 832 693 693 256 514 569 231 113 256 693 623 328 328 380 172 487 391 765 693 508 256 514 517 231 556 355 302 66 34 690 138 
146|,|777 256 671 693 138 328 697 382 483 12 591 487 693 667 842 698 750 703 767 381 499 199 376 268 381 
147|,|92 328 538 565 582 808 380 834 832 47 283 256 514 853 231 113 256 693 48 328 664 461 114 439 18 399 698 386 415 832 14 381 
148|,|855 328 697 19 363 392 328 380 172 320 19 363 439 48 328 470 784 370 374 100 698 493 338 189 521 778 415 381 693 852 740 204 697 204 276 177 832 613 14 381 
149|,|91 382 382 363 401 231 562 693 852 328 372 661 698 246 338 266 145 717 758 422 703 14 572 381 693 325 243 395 176 145 710 693 453 537 842 290 338 266 437 521 177 415 381 537 132 
150|,|623 328 582 488 12 197 623 689 227 382 55 382 265 363 145 424 389 693 91 501 121 450 414 78 477 693 488 828 374 823 338 266 521 415 381 463 439 161 257 493 52 149 780 266 177 29 832 216 14 
151|,|623 307 538 582 162 498 289 519 169 405 
152|,|852 328 697 809 538 382 488 12 591 693 91 399 243 698 785 504 477 300 381 693 852 328 411 217 138 556 488 204 549 728 832 134 
153|,|852 740 204 557 204 698 177 415 416 381 588 48 328 328 380 172 320 327 363 762 439 545 374 842 698 785 504 149 243 266 437 521 177 415 381 
154|,|852 291 809 355 661 433 431 292 431 809 159 433 612 106 521 693 704 437 832 693 852 328 538 389 582 365 551 478 698 290 338 419 378 598 779 14 177 415 680 693 506 582 138 91 221 382 363 145 424 389 
155|,|328 328 357 789 779 59 802 500 693 357 285 145 755 404 832 122 693 852 328 483 597 808 232 374 842 698 160 493 271 6 266 521 177 164 381 693 700 307 395 176 554 358 380 136 598 399 383 698 432 449 693 380 172 200 4 25 651 693 689 380 834 768 343 601 693 654 614 313 66 47 809 8 693 256 423 514 145 770 
156|,|623 172 54 823 487 391 112 256 514 118 231 852 770 
157|,|328 697 809 63 461 204 809 271 204 809 740 48 204 333 399 842 698 177 415 832 673 835 381 1 623 328 740 106 399 698 196 386 177 369 832 14 381 
158|,|481 628 697 362 582 373 623 328 697 538 582 91 382 686 399 400 240 698 266 367 46 415 381 693 791 623 520 557 693 221 380 183 136 363 54 823 399 34 607 693 256 514 569 590 668 463 623 34 693 623 328 357 789 380 59 790 160 723 693 357 426 145 755 404 632 832 500 
159|,|328 538 675 234 809 796 694 382 809 663 382 809 449 382 809 300 216 310 231 382 363 389 386 256 426 693 48 328 200 439 852 328 305 461 204 619 698 177 415 832 771 381 
160|,|328 545 784 374 405 107 380 809 328 380 172 320 19 363 40 809 234 571 726 264 390 454 842 698 494 504 767 414 149 338 266 415 106 521 381 693 700 132 666 7 696 693 545 784 439 328 290 19 256 851 636 698 785 190 414 369 691 493 655 
161|,|199 311 818 718 320 19 809 141 455 504 314 338 505 521 177 415 308 693 48 328 486 582 809 726 328 697 661 162 771 325 169 405 152 148 82 246 
